,MW,AMW,nTA,nBM,RBN,nF,N%,O%,D/Dtr05,D/Dtr09,D/Dtr10,MAXDP,X2v,Yindex,IC3,CIC5,ATSC2m,ATSC3m,ATSC1p,GATS6e,P_VSA_LogP_1,P_VSA_LogP_2,P_VSA_LogP_3,P_VSA_LogP_8,P_VSA_MR_3,P_VSA_MR_5,P_VSA_MR_7,P_VSA_v_3,P_VSA_p_4,P_VSA_s_1,P_VSA_s_3,P_VSA_s_5,P_VSA_ppp_D,SpDiam_EA(dm),Chi1_EA(dm),SM13_AEA(dm),SM14_AEA(dm),SM15_AEA(dm),SM02_AEA(ri),SM03_AEA(ri),SM04_AEA(ri),SM05_AEA(ri),SM06_AEA(ri),SM10_AEA(ri),nCp,nCs,H-046,H-047,H-051,H-052,SaaN,SssO,CATS2D_02_AA,CATS2D_02_AL,CATS2D_03_AL,CATS2D_05_AL,CATS2D_04_LL,T(N..Cl),T(O..F),T(O..Cl),T(F..Cl),F01[C-N],F03[C-O],F03[C-Cl],MLOGP2
53,393.4,7.868,10,5,16,0,6.0,20.0,0.0,0.0,0.0,3.965,5.666,1.823,3.291,1.832,20.005,28.811,3.558,0.714,0.0,18.951,0.0,0.0,0.0,28.324,0.0,23.501,0.0,0.0,23.501,0.0,213.417,4.004,21.155,5.051,5.051,4.631,4.162,3.989,1.711,0.848,-0.661,-2.0,0,0,0,18,0,0,0.0,0.0,5,0,0,0,0,0,0,0,0,9,0,0,2.809
54,292.28,8.119,8,4,11,0,5.6,22.2,0.0,0.0,0.0,3.555,3.996,1.931,3.059,2.111,13.661,19.776,2.52,0.69,0.0,12.634,0.0,0.0,0.0,18.883,0.0,16.274,0.0,0.0,16.274,0.0,170.733,4.004,13.959,5.051,4.316,3.899,1.279,-0.661,-0.661,-1.704,-2.0,-2.895,0,0,0,12,0,0,0.0,0.0,4,0,0,0,0,0,0,0,0,6,0,0,1.845
55,88.12,6.294,3,1,2,0,0.0,14.3,0.0,0.0,0.0,2.822,0.925,2.636,2.985,1.638,5.775,5.618,1.168,0.0,17.65,4.592,0.0,0.0,0.0,22.243,0.0,29.434,0.0,0.0,11.784,0.0,0.0,4.174,2.837,-2.0,-3.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,2,3,3,0.0,4.403,1,3,0,0,1,0,0,0,0,0,1,0,0.344
56,106.18,5.899,1,6,1,0,0.0,0.0,0.0,0.0,0.0,0.162,1.839,1.782,3.197,0.82,6.514,7.405,1.894,0.638,8.825,2.535,47.381,0.0,0.0,11.36,0.0,61.927,0.0,0.0,5.72,0.0,0.0,0.0,1.471,0.604,-1.393,-2.347,-4.096,-4.789,0.0,0.0,0.0,0.0,1,1,5,5,0,0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,8.653
57,45.1,4.51,2,0,0,0,10.0,0.0,0.0,0.0,0.0,0.847,0.408,0.0,2.114,0.0,2.653,1.905,0.645,0.0,8.825,35.003,0.0,0.0,0.0,43.828,0.0,10.931,0.0,0.0,2.106,0.0,32.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,2,0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0.03
58,187.86,23.482,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.451,1.964,3.132,1.0,0.0,58.286,71.231,0.482,0.0,0.0,4.808,0.0,91.908,0.0,4.808,0.0,96.716,0.0,0.0,4.808,91.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4.957
59,88.07,8.807,1,1,0,0,0.0,30.0,12.467,0.0,0.0,2.799,0.947,2.803,2.122,1.532,4.628,4.253,0.787,0.0,0.0,9.185,0.0,0.0,0.0,9.185,0.0,18.434,0.0,0.0,18.434,0.0,0.0,4.496,3.701,-1.747,-3.78,-4.372,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,0,0,0.0,8.583,3,0,0,0,0,0,0,0,0,0,2,0,0.474
60,98.96,12.37,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.943,1.134,3.132,1.0,0.0,9.289,14.543,0.676,0.0,0.0,5.699,0.0,0.0,0.0,5.699,78.297,83.996,0.0,0.0,5.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3.301
61,118.2,5.373,2,0,5,0,0.0,9.1,0.0,0.0,0.0,1.511,1.394,1.574,2.664,1.796,9.268,8.936,1.862,1.52,17.65,18.37,0.0,0.0,22.0,36.02,0.0,36.02,0.0,0.0,18.37,0.0,0.0,1.72,6.296,0.0,-1.12,-2.449,-3.57,0.0,0.0,0.0,0.0,0.0,2,0,0,8,0,6,0.0,10.021,0,2,0,2,0,0,0,0,0,0,0,0,0.499
62,90.14,5.634,2,0,3,0,0.0,12.5,0.0,0.0,0.0,1.157,0.986,1.958,2.156,2.219,6.806,5.275,1.118,0.103,21.766,9.185,0.0,0.0,22.0,9.185,0.0,30.951,0.0,0.0,9.185,0.0,0.0,1.72,3.97,-1.414,-3.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10,0,0,0.0,9.314,0,0,0,0,0,0,0,0,0,0,0,0,0.007
63,90.14,5.634,2,0,3,0,0.0,12.5,0.0,0.0,0.0,2.072,0.921,1.958,3.328,1.172,6.584,6.435,1.225,1.133,8.825,9.185,42.683,0.0,53.683,18.01,0.0,18.01,0.0,0.0,9.185,0.0,42.683,1.72,3.148,-1.414,-3.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,6,0,3,0.0,4.733,0,1,0,1,0,0,0,0,0,0,0,0,0.007
64,44.06,6.294,0,0,0,0,0.0,14.3,0.0,0.0,0.0,1.0,0.612,0.0,1.379,0.0,2.647,0.774,0.608,0.0,0.0,9.185,0.0,0.0,11.0,9.185,0.0,9.185,0.0,0.0,9.185,0.0,0.0,1.72,2.807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,0,0,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0.319
65,60.12,5.01,2,0,1,0,16.7,0.0,0.0,0.0,0.0,0.903,0.577,3.132,1.918,3.057,3.868,3.667,0.653,0.0,0.0,70.006,0.0,0.0,0.0,70.006,0.0,4.211,0.0,0.0,4.211,0.0,65.794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,1.109
66,46.03,9.206,2,1,0,0,0.0,40.0,0.0,0.0,0.0,1.361,0.105,0.0,1.393,0.0,1.251,0.852,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.201,0.0,0.0,0.0,0.0,42.683,2.873,0.696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1.056
67,75.08,7.508,3,1,1,0,10.0,20.0,0.0,0.0,0.0,2.243,0.598,3.916,2.922,2.525,3.418,4.458,0.517,0.0,0.0,35.003,0.0,0.0,0.0,35.003,0.0,3.016,0.0,0.0,3.016,0.0,75.581,3.984,1.812,-3.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,11.813
68,58.04,9.673,2,2,1,0,0.0,33.3,0.0,0.0,0.0,1.806,0.272,3.132,1.057,0.0,1.246,1.558,0.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.848,22.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.705
69,110.12,7.866,2,6,0,0,0.0,14.3,0.0,0.0,0.0,2.646,1.516,1.848,2.236,1.571,3.619,5.854,1.337,4.238,0.0,0.0,37.905,0.0,0.0,0.0,0.0,37.905,0.0,0.0,0.0,0.0,85.367,0.0,2.326,0.0,-2.275,-3.0,-3.623,-5.275,0.0,0.0,0.0,0.0,0,0,0,4,0,0,0.0,0.0,0,4,4,0,0,0,0,0,0,0,4,0,0.798
70,68.09,7.566,0,5,0,0,22.2,0.0,9.167,0.0,0.0,0.667,0.761,3.125,3.17,0.0,2.938,2.782,0.437,0.0,0.0,0.0,9.047,0.0,0.0,34.452,16.786,26.713,0.0,0.0,0.0,16.786,16.786,0.0,0.0,-3.236,-3.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.667,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0.134
71,116.18,5.809,4,1,3,0,0.0,10.0,0.0,0.0,0.0,3.126,2.196,2.125,3.109,1.645,8.264,9.212,1.867,1.655,26.476,4.592,0.0,0.0,0.0,31.068,0.0,38.259,0.0,0.0,11.784,0.0,0.0,4.174,2.837,-2.0,-2.0,-2.606,-4.507,0.0,0.0,0.0,0.0,0.0,3,0,6,2,3,1,0.0,4.664,1,3,2,2,1,0,0,0,0,0,3,0,1.886
72,86.2,4.31,3,0,2,0,0.0,0.0,0.0,0.0,0.0,0.253,2.183,2.636,3.009,2.294,6.409,6.82,2.067,0.0,26.476,5.069,0.0,0.0,0.0,31.545,0.0,31.545,0.0,0.0,5.069,0.0,0.0,0.0,0.0,-2.0,-3.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,14,0,0,0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,12.363
73,60.11,5.009,3,0,0,0,0.0,8.3,0.0,0.0,0.0,2.056,1.094,0.0,1.827,0.0,4.124,4.157,0.991,0.0,17.65,0.0,42.683,0.0,42.683,17.65,0.0,17.65,0.0,0.0,0.0,0.0,42.683,0.0,1.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,6,0.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0.12
74,102.15,6.009,4,1,2,0,0.0,11.8,0.0,0.0,0.0,3.032,1.658,2.672,2.778,2.031,7.047,7.815,1.519,0.0,26.476,0.0,0.0,0.0,0.0,26.476,0.0,33.667,0.0,0.0,7.191,0.0,0.0,4.174,5.163,-2.0,-2.0,-4.772,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,1,3,6,0.0,4.611,1,4,0,0,2,0,0,0,0,0,1,0,0.991
75,59.13,4.548,3,0,0,0,7.7,0.0,0.0,0.0,0.0,1.111,1.244,0.0,1.915,0.0,4.035,3.917,1.001,0.0,17.65,32.897,0.0,0.0,0.0,50.548,0.0,17.65,0.0,0.0,0.0,0.0,32.897,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,6,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0.12
76,90.09,7.508,4,1,1,0,0.0,25.0,0.0,0.0,0.0,2.449,1.014,3.971,3.189,2.487,4.381,6.213,0.875,0.0,8.825,0.0,42.683,0.0,42.683,8.825,0.0,9.735,0.0,0.0,0.91,0.0,85.367,4.062,3.109,-2.0,-4.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,3,0.0,0.0,1,1,2,0,0,0,0,0,0,0,2,0,0.494
77,126.15,8.41,3,6,0,0,40.0,0.0,0.0,0.0,0.0,1.137,1.41,1.903,1.922,1.985,4.473,4.705,0.112,0.0,0.0,0.0,98.692,0.0,0.0,5.697,50.357,5.697,0.0,0.0,5.697,0.0,98.692,0.0,15.0,-0.891,-0.891,-1.583,-4.072,-4.072,-6.0,0.0,0.0,0.0,0,0,0,0,0,0,10.463,0.0,3,0,0,0,0,0,0,0,0,9,0,0,0.0
78,86.1,7.175,4,2,1,0,0.0,16.7,0.0,0.0,0.0,2.6,1.085,3.971,3.022,2.355,3.912,3.834,1.067,0.0,8.825,15.767,0.0,0.0,0.0,8.825,0.0,28.688,0.0,0.0,4.095,0.0,42.683,2.873,2.175,-2.0,-4.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,2,0,0,0.0,0.0,1,2,4,0,0,0,0,0,0,0,4,0,0.229
79,96.12,10.68,4,2,0,0,0.0,33.3,0.0,0.0,0.0,2.187,2.199,0.0,2.067,0.0,8.417,4.012,1.203,0.0,7.19,0.0,40.435,0.0,39.096,0.0,1.339,8.529,0.0,1.339,0.0,0.0,39.096,5.85,1.48,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,2.449
80,32.05,5.342,2,0,0,0,0.0,16.7,0.0,0.0,0.0,1.0,0.0,0.0,0.931,0.0,1.551,0.39,0.2,0.0,4.602,0.0,42.683,0.0,42.683,0.0,0.0,4.602,0.0,0.0,0.0,0.0,42.683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.663
81,86.1,7.175,3,2,2,0,0.0,16.7,0.0,0.0,0.0,2.84,0.727,3.135,3.022,1.758,4.468,3.364,1.021,0.0,10.883,15.767,9.476,0.0,0.0,0.0,9.476,43.318,0.0,0.0,7.191,0.0,0.0,3.349,2.098,-2.653,-3.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,0,0.0,4.142,1,2,2,0,0,0,0,0,0,0,3,0,0.229
82,72.12,5.548,3,1,1,0,0.0,7.7,0.0,0.0,0.0,2.812,1.056,3.916,2.815,2.724,4.548,4.885,1.253,0.0,17.65,2.535,0.0,0.0,0.0,20.185,0.0,25.318,0.0,0.0,7.668,0.0,0.0,3.677,1.993,-3.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,0,5,0,0.0,0.0,0,2,1,0,0,0,0,0,0,0,1,0,0.429
83,60.06,7.507,2,1,1,0,0.0,25.0,0.0,0.0,0.0,1.951,0.332,3.132,2.031,0.0,3.431,1.076,0.442,0.0,10.883,0.0,0.0,0.0,0.0,0.0,0.0,24.365,0.0,0.0,0.0,0.0,0.0,3.349,1.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,0,0.0,3.861,1,0,0,0,0,0,0,0,0,0,1,0,0.149
84,141.94,28.388,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,71.685,0.0,0.144,0.0,7.299,0.0,0.0,56.782,0.0,0.0,0.0,7.299,56.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.86
85,88.17,4.898,4,0,1,0,0.0,5.6,0.0,0.0,0.0,1.437,2.316,5.184,2.057,3.239,6.926,7.771,1.617,0.0,37.359,0.0,0.0,0.0,11.0,26.476,0.0,37.359,0.0,0.0,0.0,0.0,0.0,1.72,8.14,-3.0,-4.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,3,0,9,0.0,4.937,0,3,0,0,0,0,0,0,0,0,0,0,1.463
86,118.15,6.564,3,1,4,0,0.0,16.7,0.0,0.0,0.0,3.268,1.319,2.049,3.419,0.982,8.178,6.969,1.421,2.051,21.766,7.127,0.0,0.0,11.0,7.127,0.0,36.084,0.0,0.0,14.318,0.0,0.0,4.174,4.153,0.0,-1.8,-2.906,-4.344,0.0,0.0,0.0,0.0,0.0,0,1,0,8,2,0,0.0,8.947,1,3,0,0,0,0,0,0,0,0,4,0,0.026
87,31.07,4.439,2,0,0,0,14.3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.04,0.0,1.368,0.489,0.273,0.0,8.396,32.897,0.0,0.0,0.0,32.897,0.0,8.396,0.0,0.0,0.0,0.0,32.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0.663
88,98.21,4.677,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.36,2.743,2.022,2.856,1.274,8.575,9.973,2.386,0.0,8.825,12.673,0.0,0.0,0.0,21.498,0.0,21.498,0.0,0.0,12.673,0.0,0.0,0.0,0.0,-0.838,-2.347,-3.206,-4.789,0.0,0.0,0.0,0.0,0.0,1,5,14,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,12.092
89,73.11,6.093,3,1,0,0,8.3,8.3,0.0,0.0,0.0,2.431,1.069,3.916,1.827,0.0,4.648,3.732,0.686,0.0,16.793,3.124,0.0,0.0,0.0,3.124,0.0,27.788,0.0,0.0,0.0,0.0,0.0,2.293,3.384,-3.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,3,2,0,0.074
90,208.25,9.466,3,13,1,0,0.0,13.6,0.0,0.0,49.202,4.002,4.342,1.343,3.754,0.091,6.072,9.68,2.565,1.955,0.0,0.0,106.769,0.0,39.096,0.0,1.339,74.369,0.0,1.339,6.697,0.0,39.096,5.85,2.503,3.656,2.796,1.775,-1.097,-1.478,-2.445,-3.0,-3.0,-7.72,0,0,0,7,0,0,0.0,0.0,3,0,6,9,5,0,0,0,0,0,6,0,3.905
91,123.12,8.794,2,7,1,0,7.1,14.3,0.0,0.0,0.0,3.006,1.593,1.764,3.039,0.571,3.079,5.069,1.153,4.072,6.545,0.0,47.381,0.0,0.0,0.0,6.545,50.138,0.0,0.0,2.757,0.0,0.0,2.393,6.57,2.136,-1.582,-2.0,-2.347,-4.789,-5.459,0.0,0.0,0.0,0,0,0,5,0,0,0.0,0.0,1,2,6,2,0,0,0,0,0,1,4,0,1.75
92,99.15,6.197,2,1,0,0,6.3,6.3,15.767,0.0,0.0,3.5,1.919,2.704,3.328,0.672,7.341,8.319,1.368,0.0,8.396,10.299,0.0,0.0,0.0,10.299,0.0,20.276,0.0,0.0,11.879,0.0,0.0,3.348,8.162,-0.923,-2.78,-4.183,-5.553,0.0,0.0,0.0,0.0,0.0,0,2,0,5,2,2,0.0,0.0,1,3,1,0,0,0,0,0,0,3,3,0,0.039
93,109.14,7.276,2,6,0,0,6.7,6.7,0.0,0.0,0.0,2.794,1.559,2.091,3.64,0.133,4.481,6.255,1.256,0.0,0.0,0.0,70.802,0.0,0.0,0.0,0.0,40.662,0.0,0.0,2.757,0.0,75.581,0.0,2.369,0.0,-1.645,-3.451,-3.464,-5.792,0.0,0.0,0.0,0.0,0,0,0,4,0,0,0.0,0.0,0,1,2,0,0,0,0,0,0,1,2,0,1.972
94,140.57,10.041,2,7,1,0,0.0,7.1,0.0,0.0,0.0,3.143,2.047,1.894,3.664,0.0,2.473,5.981,1.062,2.568,0.0,0.0,37.905,39.149,0.0,0.0,50.573,95.164,0.0,0.0,6.686,0.0,0.0,0.0,1.158,0.817,-0.549,-1.88,-3.459,-4.256,-5.882,0.0,0.0,0.0,0,0,0,4,0,0,0.0,0.0,0,1,1,1,1,0,0,4,0,0,2,3,5.618
95,126.59,8.439,2,6,0,0,0.0,0.0,0.0,0.0,0.0,1.598,2.156,2.091,3.457,0.317,5.215,7.746,1.324,0.0,8.825,0.0,37.905,39.149,0.0,8.825,39.149,92.565,0.0,0.0,6.686,0.0,0.0,0.0,1.345,0.0,-1.645,-3.451,-3.464,-5.792,0.0,0.0,0.0,0.0,1,0,3,4,0,0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,3,10.302
96,108.15,6.759,2,6,0,0,0.0,6.3,0.0,0.0,0.0,2.919,1.786,2.091,3.578,0.297,5.401,6.578,1.615,0.0,8.825,0.0,37.905,0.0,0.0,8.825,0.0,49.916,0.0,0.0,3.186,0.0,42.683,0.0,1.846,0.0,-1.645,-3.451,-3.464,-5.792,0.0,0.0,0.0,0.0,1,0,3,4,0,0,0.0,0.0,0,2,3,0,1,0,0,0,0,0,3,0,3.456
97,139.12,9.275,3,7,1,0,6.7,20.0,0.0,0.0,0.0,3.067,1.746,1.869,3.774,0.0,2.725,4.966,1.228,2.197,6.545,0.0,37.905,0.0,0.0,0.0,6.545,40.662,0.0,0.0,2.757,0.0,42.683,2.393,5.984,2.304,-0.52,-2.0,-2.016,-3.459,-5.184,-6.295,0.0,0.0,0,0,0,4,0,0,0.0,0.0,1,2,6,2,0,0,0,0,0,1,6,0,0.613
98,128.56,9.889,2,6,0,0,0.0,7.7,0.0,0.0,0.0,2.698,1.913,1.848,3.085,0.615,2.293,7.323,1.092,3.352,0.0,0.0,37.905,39.149,0.0,0.0,39.149,80.554,0.0,0.0,3.501,0.0,42.683,0.0,1.804,0.0,-2.275,-3.0,-3.623,-5.275,0.0,0.0,0.0,0.0,0,0,0,4,0,0,0.0,0.0,0,2,2,1,0,0,0,5,0,0,2,2,4.525
99,288.05,16.944,12,0,2,12,0.0,0.0,0.0,0.0,0.0,4.031,2.719,3.667,2.352,2.703,2.036,1.908,2.085,0.0,0.0,0.0,0.0,15.519,0.0,15.519,0.0,20.991,0.0,0.0,0.0,0.0,0.0,4.53,9.525,6.0,3.756,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-8.481,2,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17.665
100,94.12,7.24,1,6,0,0,0.0,7.7,0.0,0.0,0.0,2.632,1.336,2.022,2.873,0.615,3.792,5.358,1.257,0.0,0.0,0.0,47.381,0.0,0.0,0.0,0.0,47.381,0.0,0.0,0.0,0.0,42.683,0.0,1.163,-0.838,-2.347,-3.206,-4.789,0.0,0.0,0.0,0.0,0.0,0,0,0,5,0,0,0.0,0.0,0,2,2,0,0,0,0,0,0,0,2,0,2.268
101,136.16,7.564,2,7,2,0,0.0,11.1,0.0,0.0,0.0,3.169,2.056,1.435,3.461,0.556,5.574,8.021,1.769,2.237,0.0,2.535,47.381,0.0,0.0,2.535,0.0,54.011,0.0,0.0,6.63,0.0,42.683,4.03,6.175,2.136,-0.366,-2.0,-2.294,-2.347,-4.789,-5.18,0.0,0.0,0,1,0,5,2,0,0.0,0.0,1,2,2,4,1,0,0,0,0,0,2,0,3.117
102,119.13,8.509,1,8,1,0,7.1,7.1,0.0,0.0,0.0,2.683,1.539,1.506,3.039,0.571,2.967,4.825,1.096,4.51,0.0,0.0,47.381,0.0,0.0,16.786,0.0,68.075,0.0,0.0,2.757,17.937,0.0,3.175,7.093,1.684,-0.472,-1.828,-2.347,-4.501,-4.789,0.0,0.0,0.0,0,0,0,5,0,0,0.0,0.0,1,2,2,2,0,0,0,0,0,2,1,0,2.605
103,98.91,24.727,3,1,0,0,0.0,25.0,0.0,0.0,0.0,1.975,1.106,0.0,0.0,0.0,2.095,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.061,0.0,0.0,5.764,0.0,0.0,4.948,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,0,0,4,0,0,0,0,0.041
104,137.32,34.33,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.759,5.175,0.0,0.0,0.0,0.026,0.0,0.382,0.0,0.0,21.747,0.0,0.0,0.0,0.0,0.0,129.134,21.747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.86
105,208.22,34.703,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.867,17.25,0.0,0.0,0.0,0.039,0.0,0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4.957
106,153.32,30.664,4,1,0,0,0.0,20.0,0.0,0.0,0.0,2.512,7.038,0.0,0.0,0.0,1.936,0.0,0.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.976,116.362,8.976,8.976,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,0,0,0,6,0,0,0,0,0.041
107,148.12,9.875,2,8,0,0,0.0,20.0,17.22,32.421,0.0,3.833,2.223,1.606,2.974,0.933,2.281,3.893,1.278,3.497,0.0,0.0,37.905,0.0,0.0,0.0,0.0,58.659,0.0,0.0,20.754,0.0,0.0,3.859,3.309,2.779,2.168,-1.284,-1.377,-2.128,-3.819,-5.174,-6.144,0.0,0,0,0,4,0,0,0.0,4.354,2,4,6,2,0,0,0,0,0,0,8,0,4.804
108,147.14,9.196,2,8,0,0,6.3,12.5,17.22,32.421,0.0,3.928,2.286,1.606,3.625,0.0,2.948,4.792,1.318,1.882,0.0,0.0,37.905,0.0,0.0,16.786,0.0,48.981,0.0,0.0,11.076,0.0,42.683,2.562,5.04,2.779,2.168,-1.284,-1.377,-2.128,-3.819,-5.174,-6.144,0.0,0,0,0,4,0,0,0.0,0.0,2,4,6,2,0,0,0,0,0,2,6,0,4.804
